Review,Rating,Cleaned_Review,VADER_Compound,VADER_Positive,VADER_Negative,VADER_Neutral
,4/10,,0.0,0.0,0.0,0.0
Main character is hard to watch. The effects were fine and Gal Gadot was fine. The way the script was changed and the dwarf characters I did not find entertaining just annoying. Just hard when the original was a classic this is not. Will only be remembered for the bad parts and controversy. I am sure there were people who would have enjoyed a live action version but stayed away due to negative press and even some people that went just to support it even though it wasn't a movie they would typically see. Either way if you have seen the original this movie does not stand on its own. If I had never seen the original I may have given it a slightly higher score but the main character and undertones and dwarf characters do not land with me.,3/10,main character hard watch effects fine gal gadot fine way script changed dwarf characters find entertaining annoying hard original classic remembered bad parts controversy sure people would enjoyed live action version stayed away due negative press even people went support even though movie would typically see either way seen original movie stand never seen original may given slightly higher score main character undertones dwarf characters land,0.7906,0.251,0.147,0.602
,4/10,,0.0,0.0,0.0,0.0
,5/10,,0.0,0.0,0.0,0.0
"It was a generally inoffensive but unnecessary remake. The controversies were overstated (making Zegler and her hot takes the most likely culprit in the film's poor numbers). One thing I'm pretty over is the weird direction that all of Disney's songwriting had taken. Some stuff is pretty good (it's all ""technically"" good), but there seems to be a straight line through Jasmine's new song in the Aladdin remake and all the ""girl I'm supposed to be"" songs of pretty much every Disney movie for the last 5-10 years. Disney music just isn't great anymore. I guess I'm in the minority, but I don't LIKE Lin Manuel Miranda's songwriting (I know he didn't write these, but his tone has infected everything). It's well done. And I don't like it. And that's how I feel about everything Disney is doing these days. For something to be basically well done and not be likeable seems to be an issue of tone, of trying to appeal to all the wrong instincts while abandoning some of the hallmarks of good storytelling. It's like they're making movies by committee, but the people on the committee don't like movies. Snow White (the movie) was more wholesome than I expected, but the climax wasn't climactic. It was...meh. Almost silly. There just seems to be a cultural influence through Disney lately that runs counter to the lives of the average movie goer, like they don't speak our language anymore. They're speaking over the heads of the public like they're being idealistic, but with ideals that we don't seem to share. Snow White was the least offensive in this regard of any Disney movies of late, but it still feels like something is getting lost in translation, like they're trying to say what they think we want to hear and they still don't understand it. If anything, it feels like the people who work at Disney and make their movies didn't grow up watching Disney movies. They're bringing some other cultural touchstones to bear in a playground that was built by people they don't understand or value, and it shows.",5/10,generally inoffensive unnecessary remake controversies overstated making zegler hot takes likely culprit film poor numbers one thing pretty weird direction disney songwriting taken stuff pretty good technically good seems straight line jasmine new song aladdin remake girl supposed songs pretty much every disney movie last years disney music great anymore guess minority like lin manuel miranda songwriting know write tone infected everything well done like feel everything disney days something basically well done likeable seems issue tone trying appeal wrong instincts abandoning hallmarks good storytelling like making movies committee people committee like movies snow white movie wholesome expected climax climactic meh almost silly seems cultural influence disney lately runs counter lives average movie goer like speak language anymore speaking heads public like idealistic ideals seem share snow white least offensive regard disney movies late still feels like something getting lost translation like trying say think want hear still understand anything feels like people work disney make movies grow watching disney movies bringing cultural touchstones bear playground built people understand value shows,0.992,0.301,0.083,0.616
"I love Disney films, I don't mind the re-branded ones, but they always come out as slightly hollow, and lacking the charm and sense of wonder, which definitely blunders any chances of real success, wonder and even an Imaginary world. Now what Snow White fails to also deliver on the success of the original, this movie was really not that bad though, it did have it's wonderous charm, and a world and nice props and effects, artificial or not, it was lovely and colourful, and the effects for me gave it that spark, that image, that essence of life. Which lacks in many re-makes from the classical tales.

Zeglar, let's start with her. We'll the material wasn't much, but God damn can she act. She can sing, and as Snow White she put on a show for us, she excells in the role, she looks absolutely beutiful in that dress of hers, and whilst the songs weren't as catchy as the original, and the darker tone of the story, her music gave it a real breath of fresh air. And she was amazing in the role, her charm, charisma and notes makes her fun to watch on screen, as she was really something in that role.

Gadot-her role as the evil sorcerer was fine, nothing noteworthy and nothing that tops-the-scales. More or less just sort of their, and doing an alright job, not that awful. Her songs weren't all that cathcy, and the anti-climax was hollow and rushed through, but her performance was mered by her muffling at times, which would distract the audience.

The 7 Dwarfs-Actually, they look Hillarious, the dwarfs lit-up the show with some jokes, Narratives of people and other things. And motives, memories. And the dwarfs lit it light, they were the best part about the film, as when they were on their was magic, their was a sense of freedom, and they were all great to see on screen. Even if they did look like they were on a video game, which was videoooo cool, instead of just cool. Yes, they look absolutely Rediculous, I couldn't stop laughing.

The bad bits would be the longer duration, the props being like a stage play, but this movie really isn't 2.1 BAD, nope more better then you'd expect. The crashing and burning probably is the controversial things which could of been left out. Because the films biggest problem is the fact that it's sometimes too dark for kids, I Don't think the movie really knew it's audience, I'd say ages 10 and Upwards will heavily enjoy or be gutted with it's outcome, but no-way expressively bad.

I'd rate this a 5 because YES it has FLAWS, but it also has ALOT of FUN.",5/10,love disney films mind ones always come slightly hollow lacking charm sense wonder definitely blunders chances real success wonder even imaginary world snow white fails also deliver success original movie really bad though wonderous charm world nice props effects artificial lovely colourful effects gave spark image essence life lacks many classical tales zeglar let start material much god damn act sing snow white put show us excells role looks absolutely beutiful dress whilst songs catchy original darker tone story music gave real breath fresh air amazing role charm charisma notes makes fun watch screen really something role role evil sorcerer fine nothing noteworthy nothing less sort alright job awful songs cathcy hollow rushed performance mered muffling times would distract audience look hillarious dwarfs show jokes narratives people things motives memories dwarfs lit light best part film magic sense freedom great see screen even look like video game videoooo cool instead cool yes look absolutely rediculous could stop laughing bad bits would longer duration props like stage play movie really bad nope better expect crashing burning probably controversial things could left films biggest problem fact sometimes dark kids think movie really knew audience say ages upwards heavily enjoy gutted outcome expressively bad rate yes flaws also alot fun,0.9927,0.311,0.141,0.548
"Snow White is a Disney film directed by Marc Webb. I was already at low expectations before I even saw this movie, I tried giving it a chance when I went in theaters. But it still wasn't good. I appreciate the work out into it and I liked the people who were involved in it. The cinematography was excellent and the music was well produced by Benj Pasek & Justin Noble Paul, and the CGI was EXCELLENT! But the story however felt bland and boring, and it some parts felt like they didn't even try. The close-up shots in certain parts of the movie was awkward, and the some of the acting was a bit off. And it still goes to show that sometimes live action isn't better because it will never capture the same feeling as the original. Another problem was that the CGI for the animals felt too cartoony, and I honestly wasn't a big fan of it. And the casting wasn't that great, the elves and queen were well casted and were perfect! But the actress for Snow White was bad, she didn't really look like the original... for me at least. I'm not saying she shouldn't act again, I'm just saying that she wasn't the right one for Snow White. Another thing I should clarify is that I know that the film isn't for me, it's for the younger audience. But a film for kids should also be for the adults/family.

In conclusion, the film failed to live expectations, mediocre acting, and bland story. 4.5/10.",4/10,snow white disney film directed marc webb already low expectations even saw movie tried giving chance went theaters still good appreciate work liked people involved cinematography excellent music well produced benj pasek justin noble paul cgi excellent story however felt bland boring parts felt like even try shots certain parts movie awkward acting bit still goes show sometimes live action better never capture feeling original another problem cgi animals felt cartoony honestly big fan casting great elves queen well casted perfect actress snow white bad really look like original least saying act saying right one snow white another thing clarify know film younger audience film kids also conclusion film failed live expectations mediocre acting bland story,0.983,0.315,0.13,0.555
"Sometimes the fairest of them all is the one that challenges your comfort zone.

I have never gone to see a film purely because of how much backlash it was receiving, but-well-there is a first time for everything. The controversy around Disney's live-action Snow White intrigued me. The outrage, the think pieces, the online vitriol-it all made me wonder what, exactly, people were so furious about.

So I went in with no expectations. No nostalgia bias. No need to defend the original. And I was absolutely blown away.

Let me say this plainly: there is nothing wrong with this film. Nothing. If its message-of strength, compassion, justice, and self-determination-bothers you, then the problem is not with Snow White. The problem is you.

Imagine being upset about a story where a young woman rises to face evil, saves her kingdom, refuses to be passive, finds love without surrendering her independence, and dares to do what is right even when it is dangerous. That is the story this film tells, and it tells it with heart, humor, and visual beauty.

The performances are vibrant, the sets and costumes are lush and imaginative, and the direction is sure-handed. There is joy in this film. A sense of play. A deliberate balance between honoring the classic tale and reinterpreting it for a generation that sees the world through a more inclusive and complex lens.

Were there things that could have been done differently? Certainly. No film is perfect. But the core of this one-its spirit, its message, its visual and emotional execution-is solid. More than solid. It is delightful.

Would I take children to see this? Absolutely. Not only would I take them, I would encourage them to watch the original animated Snow White first and then experience this new version. Let them see how stories evolve over time. Let them see that heroines can grow stronger, villains more nuanced, and messages more resonant.

And if it bothers you that Snow White is not the same as she was in 1937... well, I do not know what to tell you.

Maybe... grow up?",9/10,sometimes fairest one challenges comfort zone never gone see film purely much backlash receiving first time everything controversy around disney snow white intrigued outrage think pieces online made wonder exactly people furious went expectations nostalgia bias need defend original absolutely blown away let say plainly nothing wrong film nothing strength compassion justice problem snow white problem imagine upset story young woman rises face evil saves kingdom refuses passive finds love without surrendering independence dares right even dangerous story film tells tells heart humor visual beauty performances vibrant sets costumes lush imaginative direction joy film sense play deliberate balance honoring classic tale reinterpreting generation sees world inclusive complex lens things could done differently certainly film perfect core spirit message visual emotional solid solid delightful would take children see absolutely would take would encourage watch original animated snow white first experience new version let see stories evolve time let see heroines grow stronger villains nuanced messages resonant bothers snow white well know tell maybe grow,0.9637,0.277,0.167,0.555
"After years of controversy, drama, multiple delays and reshoots, the live action remake of the 1937 Disney animated classic, Snow White And The Seven Dwarfs, is finally here. Seeing all the never-ending controversies and multiple reshoots, I didn't had high hopes for it and well.........let's just get into the review.

Starting with the positives. I like that they fleshed out Snow White's character more by giving her a proper backstory and an 'I Want' song and Rachel Zegler's luminous performance was easily the part about the movie. Her gorgeous singing and chemistry with the other actors was a delight to watch. Andrew Burnap as Jonathan was a pleasant surprise. He was hilarious and charming and his chemistry with Rachel is great. Out of the dwarfs, Dopey was the highlight and I like that they gave his character more depth and surprise twist. The other dwarfs were fun to watch (not their designs) as well, particularly Doc and Grumpy. The costume design and production design were beautiful, the visuals were whimsical and enchanting particularly the forest and the dwarfs' cottage and the CGI animals looked adorable.

But the movie has some glaring issues that I could not look past such as Gal Gadot's portrayal of the Evil Queen. Her performance feels so flat, boring and uninteresting and is far inferior to her animated counterpart. Nor is she any good at singing either which is a shame because her solo number ""All Is Fair"" is actually kinda catchy but she just ruins it with her awful singing. It felt like she was just there to serve looks and nothing else. Then there's the CGI dwarfs. Oh my!! They looked so uncanny valley something straight out of the Polar Express animation which was so distracting. The new songs, though decent, do not mesh well with the old-timey tunes of the original and instead feel like generic broadway pop numbers. And the plot feels messy as it is muddled with so many story beats that it kinda falls apart. It seems to have an identity crisis as it tries to follow the original story while incorporating its own plot points instead of faithfully adapting the source material. The love story was very uninspired and lacked depth. There are so many new characters added who serve nothing to the plot (heck some doesn't even have any dialogues) and were completely unnecessary. Despite the runtime being under 2 hours it felt like the movie dragged on particularly during the second half thanks to the pacing.

Overall, Snow White suffers from a messy plot, Gal Gadot's terrible acting and the uncanny CGI dwarfs but Rachel Zegler's luminous performance and the enchanting visuals makes it a serviceable film. Though it certainly isn't the fairest one of all.",5/10,years controversy drama multiple delays reshoots live action remake disney animated classic snow white seven dwarfs finally seeing controversies multiple reshoots high hopes well let get review starting positives like fleshed snow white character giving proper backstory want song rachel zegler luminous performance easily part movie gorgeous singing chemistry actors delight watch andrew burnap jonathan pleasant surprise hilarious charming chemistry rachel great dwarfs dopey highlight like gave character depth surprise twist dwarfs fun watch designs well particularly doc grumpy costume design production design beautiful visuals whimsical enchanting particularly forest dwarfs cottage cgi animals looked adorable movie glaring issues could look past gal gadot portrayal evil queen performance feels flat boring uninteresting far inferior animated counterpart good singing either shame solo number fair actually kinda catchy ruins awful singing felt like serve looks nothing else cgi dwarfs oh looked uncanny valley something straight polar express animation distracting new songs though decent mesh well tunes original instead feel like generic broadway pop numbers plot feels messy muddled many story beats kinda falls apart seems identity crisis tries follow original story incorporating plot points instead faithfully adapting source material love story uninspired lacked depth many new characters added serve nothing plot heck even dialogues completely unnecessary despite runtime hours felt like movie dragged particularly second half thanks pacing overall snow white suffers messy plot gal gadot terrible acting uncanny cgi dwarfs rachel zegler luminous performance enchanting visuals makes serviceable film though certainly fairest one,0.9946,0.297,0.112,0.59
"Ok, so i watched the Snow White remake out of curiosity with my little niece (not a fan in general of these remakes that Disney keeps churning out) and... it's just ok, nothing else.

Let's start with the positives: Rachel Zegler gives her all with the material she's been given (especially her enjoyable rendition of ""Whistle While You Work"" that was delightful), the set design is gorgeous and some of the songs aren't that bad.

But unfortunately, i have to talk about the negatives: the plot is a jumbled mess, the changes made to the original story are unnecessary, the abysmal CGI (ESPECIALLY the Seven Dwarves that reach uncanny valley territory!) and a complete miscast of the villain played by Gal Gadot: she doesn't strike me at all as the bad guy, her performance & singing voice are so over-the-top and goofy that it's hard being invested in her, especially compared to the original which was one of the best villains in movie history (then again, the screenplay did not help her at all)

Just a bland remake with a few saving graces, period.",5/10,ok watched snow white remake curiosity little niece fan general remakes disney keeps churning ok nothing else let start positives rachel zegler gives material given especially enjoyable rendition whistle work delightful set design gorgeous songs bad unfortunately talk negatives plot jumbled mess changes made original story unnecessary abysmal cgi especially seven dwarves reach uncanny valley territory complete miscast villain played gal gadot strike bad guy performance singing voice goofy hard invested especially compared original one best villains movie history screenplay help bland remake saving graces period,0.931,0.308,0.182,0.51
,5/10,,0.0,0.0,0.0,0.0
"The rating is kind.

I guess they tried to keep the Snow White costumes for more exact nostalgia but ends up looking dated and cringeworthy.

Could have kept the old version vibe but made the appearance more modern and/or realistic.

I CGI is nasty - go full live or not in as much a possible.

The Snow White & the Huntsman gsve an excellent example of a high quality remake ... this just feels sickly sweet - and I didn't feel anything fir any of the characters.

The CGI dwarves were distracting and I could not see Ziegler and see Snow White - she just does not fit the look of the character- to an extent that's it's distracting...",5/10,rating kind guess tried keep snow white costumes exact nostalgia ends looking dated cringeworthy could kept old version vibe made appearance modern realistic cgi nasty go full live much possible snow white huntsman gsve excellent example high quality remake feels sickly sweet feel anything fir characters cgi dwarves distracting could see ziegler see snow white fit look extent distracting,0.6808,0.174,0.11,0.716
"Amid several controversies and a troubled production, the latest Snow White live-action adaptation is finally out, and the verdict is this film is quite...average. Controversies about her casting aside, Rachel Zegler delivers a fine performance and basically carries the movie on her shoulders (and unlike another thespian I'll mention shortly, this girl can actually act). The story was changed in a few key parts, but still falls short of the magic of the 1937 original. Among the most jarring decisions, creating the dwarves using CGI so they resemble their animated counterparts was the worst of all, rendering an uncanny valley appearance which could be easily resolved by hiring seven actual little people for the job. And the other awful aspect was the casting of Gal Gadot. I always considered her to be an average actress at best, but this must be a career worst. Barring some real stinker performance coming along in the next months, they must already be engraving her Razzie as I type these words. Certainly there were more competent actresses that could infuse some life in this role, but Gadot's wooden cartoonish performance is atrocious, and even if Disney hired her on account of her fame alone, that plan certainly backfired as her acting is being heavily criticized and the box office projections don't seem promising. In the end, the movie is passable basically on Zegler's authentic performance and a bit of nostalgia for the original animated film. It's far from the disaster some were foreseeing, but is definitely a one-time watch which will come and go without leaving much of a mark.",5/10,amid several controversies troubled production latest snow white adaptation finally verdict film quite average controversies casting aside rachel zegler delivers fine performance basically carries movie shoulders unlike another thespian mention shortly girl actually act story changed key parts still falls short magic original among jarring decisions creating dwarves using cgi resemble animated counterparts worst rendering uncanny valley appearance could easily resolved hiring seven actual little people job awful aspect casting gal gadot always considered average actress best must career worst barring real stinker performance coming along next months must already engraving razzie type words certainly competent actresses could infuse life role gadot wooden cartoonish performance atrocious even disney hired account fame alone plan certainly backfired acting heavily criticized box office projections seem promising end movie passable basically zegler authentic performance bit nostalgia original animated film far disaster foreseeing definitely watch come go without leaving much mark,0.5945,0.185,0.137,0.678
,4/10,,0.0,0.0,0.0,0.0
"Disney's Snow White trailer promised, in capital letters: ""The classic story comes to life"". Nothing could be farther from the truth, as the more Disney makes these live action movies, the more they look like animated movies made by CGI. To the point that human actors feel almost out of place. It's as if the animation gene of the studio was too strong and it wanted to take over.

The other trend in Disney live action movies that is also visible in this Snow White is that they seem dominated by the guys making the cheap Disney Channel musicals, or the people making the Broadway shows. Highly choreographed musical numbers designed and filmed as if we were just sitting in a theatre, as opposed to with a film lens.

Beyond that, as live action Disney remakes go, Snow White is better than average without ever being great. To those criticizing the movie for steering too far from the original, it's probably worth reminding them that the original is a tale from 1812, and the 1937 Disney movie took plenty of liberties relative to that original already. So yes, it's okay for Snow White to be of latin descent, for Prince Charming not to be a prince, and so on. We expect filmmakers to adapt stories over time, and for whatever reason they want.

The issue with Disney remakes is actually that they don't evolve enough relative to the animated version. In that regard, Snow White tries harder than others. And the new scenes are where the movie seems to find its wings and is able to breathe. But it's weighed down by the requirements to reproduce entire scenes from the animated film. Long scenes where it's clear the filmmakers are checking boxes and don't have their hearts in it.",5/10,disney snow white trailer promised capital letters classic story comes life nothing could farther truth disney makes live action movies look like animated movies made cgi point human actors feel almost place animation gene studio strong wanted take trend disney live action movies also visible snow white seem dominated guys making cheap disney channel musicals people making broadway shows highly choreographed musical numbers designed filmed sitting theatre opposed film lens beyond live action disney remakes go snow white better average without ever great criticizing movie steering far original probably worth reminding original tale disney movie took plenty liberties relative original already yes okay snow white latin descent prince charming prince expect filmmakers adapt stories time whatever reason want issue disney remakes actually evolve enough relative animated version regard snow white tries harder others new scenes movie seems find wings able breathe weighed requirements reproduce entire scenes animated film long scenes clear filmmakers checking boxes hearts,0.9808,0.208,0.029,0.763
"Disney has decided to kill imagination by turning their beloved classics into soulless live-action remakes. Rachel Zegler they can never make me hate you. She has talent and charm, she can sing and she can belt. She's made for the stage but we're lucky we can watch her on the screen. Gal Gadot was a serious miscast, there is nothing of hers that feels in place here. She's hidden under this costume and she can't sing and still they gave her a lot to do. The whole movie suffers from a really badly written script. There are many ideas that they could have built more on, but sadly they chose to explore many, without really giving any of them the space to develope into something fresh or bold or beautiful. I didn't expect this to be a musical, most of the modern songs were really cringe worthy and felt like they don't belong in this world of ""Snow White"". The seven dwarfs honestly are an outrage, I really won't ever understand how this felt acceptable. Sadly there are many things that kill the joy in the movie, and the serious problem is the pacing and the plot that's all over the place. There are casting problems, and song problems, and fantasy problems and so ""Snow White"" will be shelved at the shelf of the really bad Disney remakes which lately has become really overcrowded.",4/10,disney decided kill imagination turning beloved classics soulless remakes rachel zegler never make hate talent charm sing belt made stage lucky watch screen gal gadot serious miscast nothing feels place hidden costume ca sing still gave lot whole movie suffers really badly written script many ideas could built sadly chose explore many without really giving space develope something fresh bold beautiful expect musical modern songs really cringe worthy felt like belong world snow white seven dwarfs honestly outrage really wo ever understand felt acceptable sadly many things kill joy movie serious problem pacing plot place casting problems song problems fantasy problems snow white shelved shelf really bad disney remakes lately become really overcrowded,-0.8805,0.212,0.279,0.509
"I took my grandkids and I am 64 years old. I must say that this is a must see amazing movie and Rachel Zegler is truly a star. This movie really touched my heart. Disney should be patted on the back in bringing this heart warming movie back to life. Standing ovation from me!

The movie had rich characters and the 7 dwarfs were so realistic mixing characters with realistic type characters that was a special touch. The story line, colors, characters were all carefully choreographed. This was a masterpiece in my opinion showing how good conquers over evil. You will laugh and even cry in this perfect movie. I would suggest all families and the entire family go perfect for age 2 to 102.",10/10,took grandkids years old must say must see amazing movie rachel zegler truly star movie really touched heart disney patted back bringing heart warming movie back life standing ovation movie rich characters dwarfs realistic mixing characters realistic type characters special touch story line colors characters carefully choreographed masterpiece opinion showing good conquers evil laugh even cry perfect movie would suggest families entire family go perfect age,0.9766,0.36,0.079,0.56
"I went to the theater with an open mind, trying my best to set aside the original story and avoid making comparisons. I just wanted to watch a movie, immerse myself in the story, and be entertained for two hours.

The result of my experience, still avoiding deeper analysis or comparisons, is that it's an okay movie. Nothing exceptional. The storyline is okay, the acting is okay (for a Disney princess movie), though there are some weak spots in the plot, as well as in the way certain moments of tension are developed and resolved. But I wouldn't call it terrible, far from it.

If I were to start making comparisons and analyzing the producers' choices (some of which I find downright ridiculous), my opinion would drop significantly. But I don't think it's fair to dislike, or hate, the movie for what I consider the wrong reasons.

This movie should be judged for what it is, on its own terms. And my honest take? It's an okay movie. Nothing remarkable, but far from awful.

Don't hate the moovie for the wrong reasons. It's just a movie.",5/10,went theater open mind trying best set aside original story avoid making comparisons wanted watch movie immerse story entertained two hours result experience still avoiding deeper analysis comparisons okay movie nothing exceptional storyline okay acting okay disney princess movie though weak spots plot well way certain moments tension developed resolved would call terrible far start making comparisons analyzing producers choices find downright ridiculous opinion would drop significantly think fair dislike hate movie consider wrong reasons movie judged terms honest take okay movie nothing remarkable far awful hate moovie wrong reasons movie,-0.8336,0.232,0.277,0.491
,3/10,,0.0,0.0,0.0,0.0
"Who gave Rachel the role of Snow White?!? She should have been the Evil Queen instead! She is not suited at all to play Snow White The casting choice just doesn't fit and It feels completely off and doesn't capture the essence of the original character.

Why try to change a story that was already magical??The classic Snow White is beloved for a reason! The innocence, the charm, the fairytale magic-none of that seems to be here. Instead, it feels like they are forcing unnecessary changes that take away from what made the original so special...

Disney has always been known for creating timeless stories and movies that generations have loved but this version of Snow White just feels wrong It doesn't honor the magic of the original, and the casting choice makes it even harder to connect with. Why fix something that was never broken?

Gal Gadot, amazing as usual.",5/10,gave rachel role snow white evil queen instead suited play snow white casting choice fit feels completely capture essence original character try change story already magical classic snow white beloved reason innocence charm fairytale seems instead feels like forcing unnecessary changes take away made original special disney always known creating timeless stories movies generations loved version snow white feels wrong honor magic original casting choice makes even harder connect fix something never broken gal gadot amazing usual,0.9842,0.384,0.068,0.548
,5/10,,0.0,0.0,0.0,0.0
"Generally I do like cartoons or semi-cartoon child movies like here - almost no blood, no bad language, no s*x or anything.

But the movie was just meh.

The plot was unintriguing,the main character even didn't know she liked (or not) the thief, the thief was so plain and so simple, IDK.

There were no funny jokes and the only two things I have enjoyed - the songs (actually, I saw in Greek language, so for your language it could be different experience), and the dwarfs.

The decorations were cheap, everything else felt cheap as well, even though the movie has a budget...

Do I recommend it? No, I don't. After publishing in your streaming platform you could give it a chance, but just don't go to the cinema.",5/10,generally like cartoons child movies like almost blood bad language x anything movie meh plot unintriguing main character even know liked thief thief plain simple idk funny jokes two things enjoyed songs actually saw greek language language could different experience dwarfs decorations cheap everything else felt cheap well even though movie budget recommend publishing streaming platform could give chance go cinema,0.835,0.278,0.156,0.566
"Snow White is definitely nothing groundbreaking or new. It is a rather dull and formulaic remake, which doesn't reach the heights of other Disney remakes of recent years. It is still a perfectly fun family film, which is generally well made. It is mainly let down by the poor performance by Gal Gadot as the evil Queen, as well as a jumbled and formulaic storyline whi h definitely drags towards the end.

The old songs are very charming, and the new ones are fairly memorable (if a little bit dull and formulaic). The stand outs in the film are Rachel Zegler as Snow White, and Jonathan, who provide fun and perfectly good performances. The romance between the two is a bit forced, as there is not a huge amount of chemistry.

The dwarves are also somewhat of a stand out in the film, especially dopey. I personally wasn't a huge fan of the CGI design of the characters, but they added a lighthertedness to the film, and were well voiced. I especially like the Hi-Ho sequence, but in general, the dwarves were quite forgettable.

Overall, this is a perfectly fun family film, which is let down by some poor performance, and a forgettable storyline. It is definitely not as bad as some have made out on this app.",5/10,snow white definitely nothing groundbreaking new rather dull formulaic remake reach heights disney remakes recent years still perfectly fun family film generally well made mainly let poor performance gal gadot evil queen well jumbled formulaic storyline whi h definitely drags towards end old songs charming new ones fairly memorable little bit dull formulaic stand outs film rachel zegler snow white jonathan provide fun perfectly good performances romance two bit forced huge amount chemistry dwarves also somewhat stand film especially dopey personally huge fan cgi design characters added lighthertedness film well voiced especially like sequence general dwarves quite forgettable overall perfectly fun family film let poor performance forgettable storyline definitely bad made app,0.9846,0.351,0.146,0.502
,5/10,,0.0,0.0,0.0,0.0
"In summary: Audiovisual carries the film and it's definitely a decent family watch.

In detail: Despite the rewrites from the original Snow White story by Disney, this film still somehow pulls off a little touch of magic in its world. In this case, the two major things that uplift its quality are the music and CGI. The music really delivers its authentic feel with modern ensemble, performed beautifully by the casts. The CGI on the other hand, dwarves especially, really bring them out to life without leaving important resemblances of the classic.

Unfortunately, performance wise, Rachel Zegler (debatably) actually has it, theatrically. Definitely not for the look, character, and soul of Snow White. On Gal 's end, she has performed absolutely terribly, expressionless and unnaturally forced as usual (usual being her performance in other films). As for the other casts, they perform normally well.

There is no expectation to be awed and surprised, but this film is worth watching to have a quick joyride to fill up your day.",5/10,summary audiovisual carries film definitely decent family watch detail despite rewrites original snow white story disney film still somehow pulls little touch magic world case two major things uplift quality music cgi music really delivers authentic feel modern ensemble performed beautifully casts cgi hand dwarves especially really bring life without leaving important resemblances classic unfortunately performance wise rachel zegler debatably actually theatrically definitely look character soul snow white gal end performed absolutely terribly expressionless unnaturally forced usual usual performance films casts perform normally well expectation awed surprised film worth watching quick joyride fill day,0.8609,0.201,0.111,0.688
"Unbelievable, breathtaking, captivating! The live-action ""Snow White"" (2025) is a cinematic masterpiece that redefines the standards for Disney remakes. Rachel Zegler delivers a masterful performance as Snow White, perfectly capturing the essence of the character. Her presence on screen is mesmerizing, and her voice resonates with a purity that deeply moves. The musical sequences are spectacular, featuring new songs that become instant classics. Gal Gadot, as the Evil Queen, delivers a powerful performance, adding layers of complexity to the iconic villain. Marc Webb's direction is impeccable, combining stunning visuals with an engaging narrative that honors the original while introducing contemporary elements. This film is an absolute triumph and a celebration of the magic of cinema.",10/10,unbelievable breathtaking captivating snow white cinematic masterpiece redefines standards disney remakes rachel zegler delivers masterful performance snow white perfectly capturing essence character presence screen mesmerizing voice resonates purity deeply moves musical sequences spectacular featuring new songs become instant classics gal gadot evil queen delivers powerful performance adding layers complexity iconic villain marc webb direction impeccable combining stunning visuals engaging narrative honors original introducing contemporary elements film absolute triumph celebration magic cinema,0.9618,0.306,0.083,0.611
"I watched this movie in the theatre today and the main reason I wanted to watch this was because of the horrible reviews for this movie.

I watched it and it wasn't as bad as people said. I think 1/2 stars is a bit harsh. Around 3-5ish would've been more realistic. Some of the acting was off and they dramatized the scenes more than needed. The songs were okay but that wasn't the main problem. The main problem was the plot of the story, i get that this is a remake but the plot was uhm.. questionable. And the things going on wasn't very necessary for the movie. I think they could've definitely casted other actors instead. Gal Gadot's acting was pretty good compared to the others. As mentioned before, the acting was off at some times and felt a bit unrealistic, but it's a fairytale so..

Well in the end, the movie wasn't as bad as I thought but they could've improved the script and casting a lot. I gotta give this a 5.",5/10,watched movie theatre today main reason wanted watch horrible reviews movie watched bad people said think stars bit harsh around would realistic acting dramatized scenes needed songs okay main problem main problem plot story get remake plot uhm questionable things going necessary movie think could definitely casted actors instead gal gadot acting pretty good compared others mentioned acting times felt bit unrealistic fairytale well end movie bad thought could improved script casting lot got ta give,-0.7269,0.159,0.21,0.631
"I really tried to watch this movie without the controversial topics in my mind. Rachel Z. Gave a solid performance with a beautiful voice but it was way too many new song introduced in the movie. I was not bothered by the cgi Although some place it looked a bit cheap, reminded me of once upon a time tv show. The ending was rushed, that shouldn't sing all the time so could have a better ending. My main problem was the evil queen. The costumes not always gave me the vibe , she shouldn't sing or give her a scary song at least but mainly it was not scary enough. It was meh. Overall it's an okay movie seen worse.",5/10,really tried watch movie without controversial topics mind rachel z gave solid performance beautiful voice way many new song introduced movie bothered cgi although place looked bit cheap reminded upon time tv show ending rushed sing time could better ending main problem evil queen costumes always gave vibe sing give scary song least mainly scary enough meh overall okay movie seen worse,-0.8522,0.147,0.249,0.604
"""The Little Mermaid,"" was bad for so many reasons mostly because the animation when you were ""under da sea,"" in the original film, gave character, and a red talking Caribbean crab was hilarious and memorable, but looked stupid in the live-action movie 2 years ago, with no expressionism expect raising eyes when terrified. Alas, Disney forges on with their never-ending crusade to bring all the old classics to the big screen. ""Snow White,"" is the latest incarnation and while Rachel Ziglar portrays Snow White in an acceptable role, the rest of the film feels tired as if we have seen it before. Scenes feel elongated, much like ""Mermaid,"" suffered severely, and it is Disney's way of extending an 89-minute cartoon to a full length that drags and, unfortunately, this film suffers as well.",3/10,little mermaid bad many reasons mostly animation da sea original film gave character red talking caribbean crab hilarious memorable looked stupid movie years ago expressionism expect raising eyes terrified alas disney forges crusade bring old classics big screen snow white latest incarnation rachel ziglar portrays snow white acceptable role rest film feels tired seen scenes feel elongated much like mermaid suffered severely disney way extending cartoon full length drags unfortunately film suffers well,-0.9526,0.12,0.293,0.586
